"company_id","health_score","churn_probability","risk_level","activities_last_30d","activities_last_7d","days_since_last_activity","days_to_contract_end","inactive_user","dormant_user","action_priority","primary_risk_factor","recommended_action"
124052,61.2,0.388,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
151386,61.2,0.388,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
2605,61.2,0.388,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126181,61.2,0.388,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
5107,61.2,0.388,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
125980,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
4307,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
121261,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
4329,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
1497,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136732,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
120843,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
128764,61.2,0.388,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
155751,61.2,0.388,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
2607,61.2,0.388,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
4470,61.2,0.388,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6008,61.4,0.386,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
125572,61.4,0.386,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
125657,61.4,0.386,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
141457,61.4,0.386,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
150458,61.4,0.386,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
9375,61.4,0.386,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
2496,61.4,0.386,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
124955,61.4,0.386,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
731,61.4,0.386,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
121204,61.4,0.386,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
130748,61.4,0.386,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
7822,61.4,0.386,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
131135,61.4,0.386,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
1601,61.4,0.386,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
151561,61.4,0.386,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127983,61.4,0.386,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
128276,61.4,0.386,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125755,61.4,0.386,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
137790,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
8843,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
123853,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
124051,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
124535,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
125055,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
128381,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
138887,61.6,0.384,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
4872,61.6,0.384,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
151669,61.6,0.384,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129061,61.6,0.384,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126471,61.6,0.384,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
128233,61.6,0.384,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
1787,61.6,0.384,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126044,61.6,0.384,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139380,61.6,0.384,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
8360,61.6,0.384,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126574,61.6,0.384,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124018,61.6,0.384,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124467,61.6,0.384,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127040,61.6,0.384,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6981,61.8,0.382,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
126406,61.8,0.382,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
128629,61.8,0.382,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
146518,61.8,0.382,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
121986,61.8,0.382,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
155157,61.8,0.382,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126644,61.8,0.382,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
9340,61.8,0.382,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
294,61.8,0.382,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6580,61.8,0.382,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124121,61.8,0.382,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
128238,61.8,0.382,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129505,61.8,0.382,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156809,61.8,0.382,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
150305,62,0.38,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
4442,62,0.38,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
8803,62,0.38,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
122956,62,0.38,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
126649,62,0.38,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
8144,62,0.38,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
127821,62,0.38,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
121161,62,0.38,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
124288,62,0.38,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125275,62,0.38,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127330,62,0.38,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124755,62,0.38,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136001,62,0.38,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124803,62,0.38,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136488,62,0.38,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
122742,62,0.38,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
120838,62.2,0.378,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
127944,62.2,0.378,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
122994,62.2,0.378,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
1260,62.2,0.378,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
129467,62.2,0.378,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
9804,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125184,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
157377,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124613,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
153030,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6793,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141448,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125088,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124692,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129116,62.2,0.378,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127463,62.2,0.378,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6230,62.2,0.378,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
157220,62.2,0.378,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
2146,62.2,0.378,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134297,62.2,0.378,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
121734,62.2,0.378,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124547,62.4,0.376,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
130727,62.4,0.376,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
131091,62.4,0.376,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
146970,62.4,0.376,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
122359,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
153692,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
8326,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126662,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
158238,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126588,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
158223,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
4193,62.4,0.376,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
123684,62.4,0.376,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
5172,62.4,0.376,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
146673,62.4,0.376,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124748,62.4,0.376,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143767,62.4,0.376,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
120389,62.4,0.376,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
151187,62.6,0.374,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
9249,62.6,0.374,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
9505,62.6,0.374,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
124405,62.6,0.374,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
125125,62.6,0.374,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
144536,62.6,0.374,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
138743,62.6,0.374,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
120246,62.6,0.374,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
2169,62.6,0.374,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
2388,62.6,0.374,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
1921,62.6,0.374,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
125265,62.6,0.374,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156153,62.6,0.374,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126857,62.6,0.374,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
121540,62.6,0.374,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127494,62.6,0.374,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
5402,62.6,0.374,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
1322,62.8,0.372,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
122192,62.8,0.372,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
143538,62.8,0.372,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
146515,62.8,0.372,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
155972,62.8,0.372,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124450,62.8,0.372,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156535,62.8,0.372,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141697,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
4107,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
125800,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
124333,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
136123,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126173,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
129853,62.8,0.372,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
154913,62.8,0.372,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129797,62.8,0.372,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127013,62.8,0.372,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
122183,62.8,0.372,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
3723,62.8,0.372,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
9192,62.8,0.372,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
155235,62.8,0.372,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
7544,62.8,0.372,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
122910,62.8,0.372,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
123777,63,0.37,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135749,63,0.37,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
124437,63,0.37,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126534,63,0.37,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
138880,63,0.37,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126843,63,0.37,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134801,63,0.37,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6529,63,0.37,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
3438,63,0.37,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
5841,63,0.37,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126092,63,0.37,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126668,63,0.37,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
8454,63,0.37,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125446,63.2,0.368,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135415,63.2,0.368,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
142206,63.2,0.368,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
124092,63.2,0.368,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
128386,63.2,0.368,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126827,63.2,0.368,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
154541,63.2,0.368,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126335,63.2,0.368,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124037,63.2,0.368,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
128112,63.2,0.368,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124529,63.2,0.368,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125434,63.2,0.368,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6863,63.2,0.368,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
9120,63.2,0.368,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6297,63.4,0.366,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
121078,63.4,0.366,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
121742,63.4,0.366,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
123366,63.4,0.366,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
124516,63.4,0.366,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
125263,63.4,0.366,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
147224,63.4,0.366,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129878,63.4,0.366,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
123215,63.4,0.366,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
129572,63.4,0.366,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
1506,63.4,0.366,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
124041,63.4,0.366,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
122895,63.4,0.366,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141474,63.4,0.366,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
126437,63.4,0.366,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
123584,63.4,0.366,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156825,63.4,0.366,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
150600,63.6,0.364,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
150858,63.6,0.364,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
5259,63.6,0.364,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
124713,63.6,0.364,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
146387,63.6,0.364,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127178,63.6,0.364,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
150608,63.6,0.364,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156520,63.6,0.364,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
123814,63.6,0.364,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
137802,63.6,0.364,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
126252,63.6,0.364,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
130078,63.6,0.364,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
152880,63.6,0.364,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6934,63.6,0.364,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
124942,63.6,0.364,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
125074,63.6,0.364,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
8686,63.6,0.364,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
6659,63.6,0.364,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
